"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"LITL","Lanco Infratech Limited","EQ","Fv Split Rs.10 To Re.1","1","04-Jan-2010","05-Jan-2010","-","-"
"RECLTD","REC Limited","EQ","Int Div-Rs.3/- Per Share Purpose Revised","10","04-Jan-2010","05-Jan-2010","-","-"
"BBOX","Black Box Limited","EQ","Agm/Div-Rs.3.50 Per Share","2","04-Jan-2010","-","06-Jan-2010","29-Jan-2010"
"POWERGRID","Power Grid Corporation of India Limited","EQ","Int Div-Re.0.50 Per Sharepurpose Revised","10","11-Jan-2010","12-Jan-2010","-","-"
"AUTOAXLES","Automotive Axles Limited","EQ","Fin Div-Rs.2.70 Per Share","10","11-Jan-2010","-","13-Jan-2010","15-Jan-2010"
"BALRAMCHIN","Balrampur Chini Mills Limited","EQ","Agm/Div-Rs.3/- Per Share","1","12-Jan-2010","-","14-Jan-2010","29-Jan-2010"
"WALCHANNAG","Walchandnagar Industries Limited","EQ","Dividend-Re.1/- Per Share","2","12-Jan-2010","-","14-Jan-2010","20-Jan-2010"
"BANSWRAS","Banswara Syntex Limited","EQ","Int Div-Rs.1.50 Per Share","5","14-Jan-2010","15-Jan-2010","-","-"
"RELIGARE","Religare Enterprises Limited","EQ","Rights 2:3@Prem Rs.345/-","10","15-Jan-2010","18-Jan-2010","-","-"
"MASTEK","Mastek Limited","EQ","Int Div-Rs.2/- Per Share Purpose Revised","5","15-Jan-2010","18-Jan-2010","-","-"
"SUPREMEIND","Supreme Industries Limited","EQ","Int Div-Rs.5/- Per Share Purpose Revised","2","18-Jan-2010","19-Jan-2010","-","-"
"SIEMENS","Siemens Limited","EQ","Dividend-Rs.5/- Per Share","2","19-Jan-2010","-","21-Jan-2010","29-Jan-2010"
"RML","Rane (Madras) Limited","EQ","Int Div-Rs.2.50 Per Sharepurpose Revised","10","21-Jan-2010","23-Jan-2010","-","-"
"SHPRE","Shree Precoated Steels Limited","EQ","Annual General Meeting","10","21-Jan-2010","-","23-Jan-2010","30-Jan-2010"
"SEINVEST","S.E. Investments Limited","EQ","Int Div-Re.1/- Per Share Purpose Revised","1","21-Jan-2010","22-Jan-2010","-","-"
"NECLIFE","Nectar Lifesciences Limited","EQ","Int Div-Re.0.25 Per Sharepurpose Revised","1","21-Jan-2010","22-Jan-2010","-","-"
"WINSOMYARN","Winsome Yarns Limited","EQ","Fv Split Rs.10 To Re.1","1","21-Jan-2010","22-Jan-2010","-","-"
"IIFL","IIFL Finance Limited","EQ","2nd Int Div-Rs.1.80 Pr Shpurpose Revised","2","25-Jan-2010","27-Jan-2010","-","-"
"SHREECEM","SHREE CEMENT LIMITED","EQ","Int Div-Rs.5/- Per Share Purpose Revised","10","25-Jan-2010","27-Jan-2010","-","-"
"TVSMOTOR","TVS Motor Company Limited","EQ","Int Div-Re.0.70 Per Sharepurpose Revised","1","25-Jan-2010","27-Jan-2010","-","-"
"IPCALAB","IPCA Laboratories Limited","EQ","2nd Int Div-Rs.4/- Pr Shrpurpose Revised","1","27-Jan-2010","28-Jan-2010","-","-"
"BIRLANU","BirlaNu Limited","EQ","Int Div-Rs.6/- Per Share","10","27-Jan-2010","28-Jan-2010","-","-"
"TCS","Tata Consultancy Services Limited","EQ","3rd Int Div-Rs.2/- Pr Shr","1","27-Jan-2010","28-Jan-2010","-","-"
"RANEENGINE","Rane Engine Valve Limited","EQ","Int Div-Rs.1.50 Per Sharepurpose Revised","10","28-Jan-2010","29-Jan-2010","-","-"
"SUNTV","Sun TV Network Limited","EQ","Int Div-Rs.1.50 Per Sharepurpose Revised","5","28-Jan-2010","29-Jan-2010","-","-"
"GANDHITUBE","Gandhi Special Tubes Limited","EQ","Div-Int Re 2.5+Spl Re 2.5purpose Revised","5","28-Jan-2010","29-Jan-2010","-","-"
"PRAJIND","Praj Industries Limited","EQ","Int Div-Rs.1.44 Per Sharepurpose Revised","2","28-Jan-2010","29-Jan-2010","-","-"
"RBL","Rane Brake Lining Limited","EQ","Int Div-Rs.3/- Per Share Purpose Revised","10","28-Jan-2010","29-Jan-2010","-","-"
"BAJAJELEC","Bajaj Electricals Limited","EQ","Fv Split Rs.10 To Rs.2","2","28-Jan-2010","29-Jan-2010","-","-"
"HCLTECH","HCL Technologies Limited","EQ","2nd Int Div-Re.1/- Per Shpurpose Revised","2","29-Jan-2010","01-Feb-2010","-","-"
"SUNCLAYTON","Sundaram Clayton Limited","EQ","Int Div-Re.0.50 Per Sharepurpose Revised","5","29-Jan-2010","01-Feb-2010","-","-"
"PATELENG","Patel Engineering Limited","EQ","Interim Div-Rs.2/- Per Shpurpose Revised","1","29-Jan-2010","01-Feb-2010","-","-"
"TATAINVEST","Tata Investment Corporation Limited","EQ","Int Div-Rs.15 Per Share","1","01-Feb-2010","02-Feb-2010","-","-"
"GODREJCP","Godrej Consumer Products Limited","EQ","3rd Int Div-Re.1/- Pr Shrpurpose Revised","1","01-Feb-2010","02-Feb-2010","-","-"
"CONCOR","Container Corporation of India Limited","EQ","Int Div-Rs.6/- Per Share","5","01-Feb-2010","02-Feb-2010","-","-"
"SAIL","Steel Authority of India Limited","EQ","Int Div-Rs.1.60 Per Sharepurpose Revised","10","01-Feb-2010","02-Feb-2010","-","-"
"SHREEASHTA","Shree Ashtavinayak Cine Vision Limited","EQ","Bonus 4:1","1","01-Feb-2010","02-Feb-2010","-","-"
"COROMANDEL","Coromandel International Limited","EQ","Int Div-Rs.6/- Per Share","1","02-Feb-2010","03-Feb-2010","-","-"
"HGM","HandsOn Global Management (HGM) Limited","EQ","Int Div-Rs.2/- Per Share Purpose Revised","10","02-Feb-2010","03-Feb-2010","-","-"
"HCL-INSYS","HCL Infosystems Limited","EQ","2nd Int Div-Rs.2/- Per Shpurpose Revised","2","02-Feb-2010","03-Feb-2010","-","-"
"RANEHOLDIN","Rane Holdings Limited","EQ","Int Div-Rs.6/- Per Share Purpose Revised","10","02-Feb-2010","03-Feb-2010","-","-"
"DHAMPURSUG","Dhampur Sugar Mills Limited","EQ","Agm/Div-Rs.1.50 Per Sharebc Dates Revised","10","02-Feb-2010","-","04-Feb-2010","10-Feb-2010"
"GLOBOFFS","Global Offshore Services Limited","EQ","2nd Int Div-Re.0.80 Pr Sh","10","03-Feb-2010","04-Feb-2010","-","-"
"KIRLOSOIL","Kirloskar Oil Engines Limited","EQ","Int Div-Rs.1.50 Per Share","2","03-Feb-2010","04-Feb-2010","-","-"
"AARTIIND","Aarti Industries Limited","EQ","Int Div-Rs.1.80 Per Sharepurpose Revised","5","03-Feb-2010","04-Feb-2010","-","-"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","EQ","Int Div-Rs.2.50 Per Sharepurpose Revised","2","03-Feb-2010","04-Feb-2010","-","-"
"BEL","Bharat Electronics Limited","EQ","Int Div-Rs.6/- Per Share Purpose Revised","1","03-Feb-2010","04-Feb-2010","-","-"
"EDELWEISS","Edelweiss Financial Services Limited","EQ","Int Div-Rs.2/- Per Share","1","03-Feb-2010","04-Feb-2010","-","-"
"TCI","Transport Corporation of India Limited","EQ","Int Div-Re.0.40 Per Share","2","03-Feb-2010","04-Feb-2010","-","-"
"HINDUJAFO","Hinduja Foundries Limited","EQ","Rights 7:13 @Prem Rs.40/-","10","03-Feb-2010","04-Feb-2010","-","-"
"PFC","Power Finance Corporation Limited","EQ","Int Div-Rs.3/- Per Share Purpose Revised","10","03-Feb-2010","04-Feb-2010","-","-"
"PAGEIND","Page Industries Limited","EQ","4th Int Div-Rs.6/- Per Shpurpose Revised","10","03-Feb-2010","04-Feb-2010","-","-"
"KEMROCK","Kemrock Industries and Exports Limited","EQ","Int Div-Re.1/- Per Share Purpose Revised","10","04-Feb-2010","05-Feb-2010","-","-"
"DYNAMATECH","Dynamatic Technologies Limited","EQ","2nd Int Div-Rs.2.50 Pr Shpurpose Revised","10","04-Feb-2010","05-Feb-2010","-","-"
"DCHL","Deccan Chronicle Holdings Limited","EQ","3rd Int Div-Re.1/- Pr Shrpurpose Revised","2","04-Feb-2010","05-Feb-2010","-","-"
"PRECWIRE","Precision Wires India Limited","EQ","Int Div-Rs.2.40 Per Sharepurpose Revised","1","04-Feb-2010","05-Feb-2010","-","-"
"EIDPARRY","EID Parry India Limited","EQ","Int Div-Rs.6/- Per Share Purpose Revised","1","04-Feb-2010","05-Feb-2010","-","-"
"EDUCOMP","Educomp Solutions Limited","EQ","Int Div-Re.1/- Per Share Purpose Revised","2","04-Feb-2010","06-Feb-2010","-","-"
"PNB","Punjab National Bank","EQ","Int Div-Rs.10/- Per Share","2","04-Feb-2010","06-Feb-2010","-","-"
"VIPIND","VIP Industries Limited","EQ","Int Div-Rs.2/- Per Share","2","04-Feb-2010","05-Feb-2010","-","-"
"NMDC","NMDC Limited","EQ","Int Div-Re.0.75 Per Share","1","04-Feb-2010","05-Feb-2010","-","-"
"POLARIS","POLARIS CONSULTING & SERVICES LIMITED","EQ","Int Div-Rs.1.75 Per Share","5","04-Feb-2010","05-Feb-2010","-","-"
"CGPOWER","CG Power and Industrial Solutions Limited","EQ","2nd Int Div-Rs.1.40 Pr Shpurpose Revised","2","04-Feb-2010","05-Feb-2010","-","-"
"KCP","KCP Limited","EQ","3rd Int Div-Rs.2.50 Pr Shpurpose Revised","1","04-Feb-2010","05-Feb-2010","-","-"
"NILKAMAL","Nilkamal Limited","EQ","Int Div-Rs.2/- Per Share","10","04-Feb-2010","05-Feb-2010","-","-"
"GFLLIMITED","GFL Limited","EQ","2nd Int Div-Re.1/- Per Sh","1","05-Feb-2010","08-Feb-2010","-","-"
"NATCOPHARM","Natco Pharma Limited","EQ","Int Div-Rs.2/- Per Share","2","05-Feb-2010","08-Feb-2010","-","-"
"SBIN","State Bank of India","EQ","Int Div-Rs.10/- Per Share","1","05-Feb-2010","-","09-Feb-2010","13-Feb-2010"
"AUROPHARMA","Aurobindo Pharma Limited","EQ","Int Div-Rs.3/- Per Share Purpose Revised","1","05-Feb-2010","08-Feb-2010","-","-"
"HAVELLS","Havells India Limited","EQ","Int Div-Rs.1.25 Per Share","1","09-Feb-2010","10-Feb-2010","-","-"
"GREAVESCOT","Greaves Cotton Limited","EQ","2nd Int Div-Rs.1.50 Pr Sh","2","09-Feb-2010","10-Feb-2010","-","-"
"SUNDRMFAST","Sundram Fasteners Limited","EQ","Int Div-Re.0.40 Per Share","1","09-Feb-2010","10-Feb-2010","-","-"
"AMRUTANJAN","Amrutanjan Health Care Limited","EQ","Int Div-Rs.5/- Per Share","1","09-Feb-2010","10-Feb-2010","-","-"
"SUPRAJIT","Suprajit Engineering Limited","EQ","Div- Int Re.1+Spl Rs.1.25","1","09-Feb-2010","10-Feb-2010","-","-"
"63MOONS","63 moons technologies limited","EQ","3rd Int Div-Rs.2/- Pr Shr","2","09-Feb-2010","10-Feb-2010","-","-"
"GAEL","Gujarat Ambuja Exports Limited","EQ","Int Div-Re.0.40 Per Share","1","09-Feb-2010","10-Feb-2010","-","-"
"GEODESIC","Geodesic Limited","EQ","Int Div-Re.0.75 Per Share","2","09-Feb-2010","10-Feb-2010","-","-"
"SMLMAH","SML Mahindra Limited","EQ","Rights 19:50@Prem Rs.190","10","09-Feb-2010","10-Feb-2010","-","-"
"BHEL","Bharat Heavy Electricals Limited","EQ","Int Div-Rs.11/- Per Share","2","09-Feb-2010","10-Feb-2010","-","-"
"SUNDARMFIN","Sundaram Finance Limited","EQ","Int Div-Rs.6/- Per Share Purpose Revised","10","09-Feb-2010","10-Feb-2010","-","-"
"OIL","Oil India Limited","EQ","Int Div-Rs.18/- Per Share","10","10-Feb-2010","11-Feb-2010","-","-"
"MPHASIS","MphasiS Limited","EQ","Dividend-Rs.3.50 Pr Share","10","10-Feb-2010","-","13-Feb-2010","24-Feb-2010"
"VATSALTD","Vatsa Corporations Limited","EQ","Annual General Meeting","1","10-Feb-2010","-","13-Feb-2010","20-Feb-2010"
"CCCL","Consolidated Construction Consortium Limited","EQ","Fv Split Rs.10 To Rs.2","2","10-Feb-2010","11-Feb-2010","-","-"
"KRBL","KRBL Limited","EQ","Fv Spl-Rs10tore1/Div-1.50","1","10-Feb-2010","12-Feb-2010","-","-"
"DALMIASUG","Dalmia Bharat Sugar and Industries Limited","EQ","Int Div-Re.1/- Per Share","2","11-Feb-2010","15-Feb-2010","-","-"
"IMPAL","India Motor Parts and Accessories Limited","EQ","Int Div-Rs.14/- Per Sharepurpose Revised","10","15-Feb-2010","16-Feb-2010","-","-"
"TVSSRICHAK","TVS Srichakra Limited","EQ","Int Div-Rs.10/- Per Sharepurpose  Revised","10","16-Feb-2010","17-Feb-2010","-","-"
"THIRUSUGAR","Thiru Arooran Sugars Limited","EQ","Dividend-Rs.4/- Per Share","10","16-Feb-2010","-","18-Feb-2010","25-Feb-2010"
"SOLARINDS","Solar Industries India Limited","EQ","Int Div-Rs.3.50 Per Share","2","17-Feb-2010","18-Feb-2010","-","-"
"STCINDIA","The State Trading Corporation of India Limited","EQ","Int Div-Rs.2.50 Per Share","10","17-Feb-2010","18-Feb-2010","-","-"
"AIAENG","AIA Engineering Limited","EQ","Int Div-Re.0.80 Per Share","2","18-Feb-2010","19-Feb-2010","-","-"
"AMBUJACEM","Ambuja Cements Limited","EQ","Dividend-Rs.1.20 Pr Share","2","18-Feb-2010","-","20-Feb-2010","05-Mar-2010"
"CASTROL","Castrol India Limited","EQ","Div-Fin Rs.5+Spl Rs.10   Purpose Revised","10","22-Feb-2010","-","24-Feb-2010","26-Feb-2010"
"MAWANASUG","Mawana Sugars Limited","EQ","Annual General Meeting","10","22-Feb-2010","-","24-Feb-2010","25-Feb-2010"
"STERTOOLS","Sterling Tools Limited","EQ","Int Div-Rs.3/- Per Share Purpose Revised","2","22-Feb-2010","23-Feb-2010","-","-"
"ANDHRAPAP","ANDHRA PAPER LIMITED","EQ","Rights-Eq3:11 & 1wrnt:1eq","2","23-Feb-2010","24-Feb-2010","-","-"
"KMSUGAR","K.M.Sugar Mills Limited","EQ","Annual General Meeting","2","23-Feb-2010","-","25-Feb-2010","25-Feb-2010"
"ESCORTS","Escorts Kubota Limited","EQ","Dividend-Rs.1/- Per Share","10","25-Feb-2010","-","01-Mar-2010","12-Mar-2010"
"MRF","MRF Limited","EQ","Fin Div-Rs.19/- Per Share","10","25-Feb-2010","-","01-Mar-2010","11-Mar-2010"
"FCSSOFT","FCS Software Solutions Limited","EQ","Bonus 1:1","1","26-Feb-2010","02-Mar-2010","-","-"
"VISHALEXPO","Vishal Exports Overseas Limited","EQ","Annual General Meeting","1","02-Mar-2010","-","04-Mar-2010","10-Mar-2010"
"TV18BRDCST","TV18 Broadcast Limited","EQ","Rights 3:10 @Prem Rs.91.5","2","03-Mar-2010","04-Mar-2010","-","-"
"ABBOTINDIA","Abbott India Limited","EQ","Agm/Div-Rs.17/- Per Share","10","03-Mar-2010","-","05-Mar-2010","12-Mar-2010"
"DWARKESH","Dwarikesh Sugar Industries Limited","EQ","Agm/Div-Rs.1.50 Per Share","1","03-Mar-2010","-","05-Mar-2010","16-Mar-2010"
"SUNDRMBRAK","Sundaram Brake Linings Limited","EQ","Int Div-Rs.4/- Per Share Purpose Revised","10","03-Mar-2010","04-Mar-2010","-","-"
"NRC","NRC Limited","EQ","Annual General Meeting","10","04-Mar-2010","-","08-Mar-2010","17-Mar-2010"
"INDIANB","Indian Bank","EQ","Int Div-Rs.2.50 Per Share","10","04-Mar-2010","05-Mar-2010","-","-"
"ZENITHSTL","Zenith Steel Pipes & Industries Limited","EQ","Scheme Of Arrangement","10","04-Mar-2010","05-Mar-2010","-","-"
"EICHERMOT","Eicher Motors Limited","EQ","Dividend-Rs.7/- Per Share","1","05-Mar-2010","-","09-Mar-2010","15-Mar-2010"
"BRITANNIA","Britannia Industries Limited","EQ","Sch Of Agmt- Bonus Deb1:1","1","08-Mar-2010","09-Mar-2010","-","-"
"CGPOWER","CG Power and Industrial Solutions Limited","EQ","Bonus 3:4","2","08-Mar-2010","09-Mar-2010","-","-"
"STLTECH","Sterlite Technologies Limited","EQ","Bon 1:1/Fv Spl Rs.5tors.2","2","09-Mar-2010","10-Mar-2010","-","-"
"GLAXO","GlaxoSmithKline Pharmaceuticals Limited","EQ","Dividend-Rs.30/- Pr Share","10","10-Mar-2010","-","12-Mar-2010","25-Mar-2010"
"HELIOSMATH","Helios And Matheson Information Technology Limited","EQ","Agm/Fin Div-Re.1/- Pr Shr","10","11-Mar-2010","-","15-Mar-2010","25-Mar-2010"
"BFUTILITIE","BF Utilities Limited","EQ","Scheme Of Arrangement","5","11-Mar-2010","12-Mar-2010","-","-"
"DBCORP","D.B.Corp Limited","EQ","Int Div-Re.0.75 Per Share","10","11-Mar-2010","12-Mar-2010","-","-"
"BAJAJHIND","Bajaj Hindusthan Sugar Limited","EQ","Agm/Div-Re.0.70 Per Share","1","11-Mar-2010","-","13-Mar-2010","18-Mar-2010"
"GUJRATGAS","Gujarat Gas Company Limited","EQ","Div - Fin Rs.3 + Spl Rs.5","2","12-Mar-2010","-","17-Mar-2010","19-Mar-2010"
"VALUEIND","Value Industries Limited","EQ","Agm/Div-Re.1/- Per Share","10","12-Mar-2010","-","17-Mar-2010","30-Mar-2010"
"CRISIL","CRISIL Limited","EQ","Dividend-Rs.25/- Pr Share","1","12-Mar-2010","-","17-Mar-2010","18-Mar-2010"
"LML","LML Limited","EQ","Annual General Meeting","10","15-Mar-2010","-","18-Mar-2010","25-Mar-2010"
"PRSMJOHNSN","Prism Johnson Limited","EQ","2nd Int Div-Rs.1.50 P Shrpurpose Revised","10","15-Mar-2010","17-Mar-2010","-","-"
"RENUKA","Shree Renuka Sugars Limited","EQ","Bonus 1:1","1","15-Mar-2010","17-Mar-2010","-","-"
"NLCINDIA","NLC India Limited","EQ","Int Div-Re.1/- Per Share","10","15-Mar-2010","17-Mar-2010","-","-"
"HINDDORROL","Hindustan Dorr-Oliver Limited","EQ","Bonus 1:1","2","15-Mar-2010","17-Mar-2010","-","-"
"PIDILITIND","Pidilite Industries Limited","EQ","Bonus 1:1","1","15-Mar-2010","17-Mar-2010","-","-"
"ARIHANT","Arihant Foundations & Housing Limited","EQ","Agm/Div-Rs.1/- Per Share","10","17-Mar-2010","-","19-Mar-2010","26-Mar-2010"
"VIDEOIND","Videocon Industries Limited","EQ","Agm/Div-Rs.2/Rh2:9@Prm215","10","18-Mar-2010","-","22-Mar-2010","30-Mar-2010"
"SUPRAJIT","Suprajit Engineering Limited","EQ","Bon 1:1/Fv Spl Rs.5tore.1","1","18-Mar-2010","20-Mar-2010","-","-"
"PGHL","Procter & Gamble Health Limited","EQ","Dividend-Rs.20/- Pr Share","10","18-Mar-2010","-","20-Mar-2010","29-Mar-2010"
"IVRCLINFRA","IVRCL Limited","EQ","Bonus 1:1","2","18-Mar-2010","19-Mar-2010","-","-"
"NTPC","NTPC Limited","EQ","Int Div-Rs.3/- Per Share Purpose Revised","10","18-Mar-2010","19-Mar-2010","-","-"
"MURLIIND","Murli Industries Limited","EQ","Fv Split Rs.10 To Rs.2","2","18-Mar-2010","19-Mar-2010","-","-"
"LAKSHMIEFL","Lakshmi Energy and Foods Limited","EQ","Agm/Div-Re.0.50 Per Share","2","19-Mar-2010","-","23-Mar-2010","27-Mar-2010"
"GODREJCP","Godrej Consumer Products Limited","EQ","Annual Book Closure","1","19-Mar-2010","-","23-Mar-2010","23-Mar-2010"
"INSPIRISYS","Inspirisys Solutions Limited","EQ","Int Div-Rs.1.50 Per Share","10","19-Mar-2010","22-Mar-2010","-","-"
"BLBLIMITED","BLB Limited","EQ","Int Div-Re.0.20 Pr Share","1","19-Mar-2010","22-Mar-2010","-","-"
"THANGAMAYL","Thangamayil Jewellery Limited","EQ","Int Div-Rs.3/- Per Share Purpose Revised","10","19-Mar-2010","22-Mar-2010","-","-"
"LYKALABS","Lyka Labs Limited","EQ","Annual General Meeting","10","22-Mar-2010","-","25-Mar-2010","30-Mar-2010"
"IPCALAB","IPCA Laboratories Limited","EQ","Fv Split Rs.10 To Rs.2","1","22-Mar-2010","23-Mar-2010","-","-"
"SMPL","Splendid Metal Products Limited","EQ","Annual General Meeting","5","22-Mar-2010","-","25-Mar-2010","25-Mar-2010"
"KINETICMOT","Kinetic Motor Company Limited","EQ","Annual General Meeting","10","22-Mar-2010","-","25-Mar-2010","30-Mar-2010"
"SUJANATOW","Sujana Tower Limited","EQ","Annual General Meeting","1","22-Mar-2010","-","25-Mar-2010","25-Mar-2010"
"SUJANAUNI","Sujana Universal Industries Limited","EQ","Annual General Meeting","10","22-Mar-2010","-","25-Mar-2010","25-Mar-2010"
"PSTL","Pyramid Saimira Theatre Limited","EQ","Annual General Meeting","10","22-Mar-2010","-","25-Mar-2010","30-Mar-2010"
"ADANIENT","Adani Enterprises Limited","EQ","Rights 1:16 @Prem Rs.474","1","23-Mar-2010","25-Mar-2010","-","-"
"ACC","ACC Limited","EQ","Dividend-Rs.13/- Pr Share","10","23-Mar-2010","-","26-Mar-2010","08-Apr-2010"
"NATIONALUM","National Aluminium Company Limited","EQ","Int Div-Rs.1.50 Per Sharepurpose Revised","5","23-Mar-2010","25-Mar-2010","-","-"
"SOFTTECHGR","Software Technology Group International Limited","EQ","Annual General Meeting","10","25-Mar-2010","-","29-Mar-2010","29-Mar-2010"
"KMSUGAR","K.M.Sugar Mills Limited","EQ","Fv Split Rs.10 To Rs.2","2","26-Mar-2010","29-Mar-2010","-","-"
"ENGINERSIN","Engineers India Limited","EQ","Spl Int Div-Rs.100 P Shr Purpose Revised","5","26-Mar-2010","29-Mar-2010","-","-"
"DHANUS","Dhanus Technologies Limited","EQ","Annual General Meeting","10","29-Mar-2010","-","31-Mar-2010","31-Mar-2010"
"M&M","Mahindra & Mahindra Limited","EQ","Fv Split Rs.10 To Rs.5","5","29-Mar-2010","30-Mar-2010","-","-"
"SCHAEFFLER","Schaeffler India Limited","EQ","Dividend-Rs.4.50 Pr Share","2","30-Mar-2010","-","01-Apr-2010","05-Apr-2010"
"RELIGARE","Religare Enterprises Limited","EQ","Int Div-Rs.2/- Per Share","10","30-Mar-2010","01-Apr-2010","-","-"
"HONAUT","Honeywell Automation India Limited","EQ","Dividend-Rs.10 Per Share","10","31-Mar-2010","-","06-Apr-2010","15-Apr-2010"
"BLUEDART","Blue Dart Express Limited","EQ","Agm/Div-Re.1/- Per Share","10","31-Mar-2010","-","06-Apr-2010","13-Apr-2010"
"ZYDUSLIFE","Zydus Lifesciences Limited","EQ","Bonus 1: 2","1","05-Apr-2010","06-Apr-2010","-","-"
"SKFINDIA","SKF India Limited","EQ","Agm/Div-Rs.4/- Per Share","10","05-Apr-2010","-","07-Apr-2010","13-Apr-2010"
"SEINVEST","S.E. Investments Limited","EQ","Fv Split Rs.10 To Rs.2","1","05-Apr-2010","06-Apr-2010","-","-"
"FOSECOIND","Foseco India Limited","EQ","Final Div-Rs.7/- Pr Share","10","05-Apr-2010","-","07-Apr-2010","16-Apr-2010"
"WYETH","Wyeth Limited","EQ","Agm/Div-Rs.20/- Per Share","10","06-Apr-2010","-","08-Apr-2010","21-Apr-2010"
"ARSSINFRA","ARSS Infrastructure Projects Limited","EQ","Int Div-Rs.2/- Per Share","10","06-Apr-2010","07-Apr-2010","-","-"
"SANOFI","Sanofi India Limited","EQ","Agm/Div-Rs.16.50 Pr Share","10","07-Apr-2010","-","09-Apr-2010","27-Apr-2010"
"UNITY","Unity Infraprojects Limited","EQ","Fv Split Rs.10 To Rs.2","2","07-Apr-2010","08-Apr-2010","-","-"
"EXPLEOSOL","Expleo Solutions Limited","EQ","Int Div-Re.1/- Per Share","10","08-Apr-2010","09-Apr-2010","-","-"
"SRF","SRF Limited","EQ","2nd Int Div-Rs.7/- Pr Shr","10","08-Apr-2010","09-Apr-2010","-","-"
"COLPAL","Colgate Palmolive (India) Limited","EQ","3rd Int Div-Rs.5/- Pr Shrpurpose Revised","1","08-Apr-2010","09-Apr-2010","-","-"
"SUDARCOLOR","Sudarshan Colorants India Limited","EQ","Dividend-Rs.15 Per Share","10","09-Apr-2010","-","13-Apr-2010","23-Apr-2010"
"GSKCONS","GlaxoSmithKline Consumer Healthcare Limited","EQ","Agm/Div-Rs.18/- Per Share","10","09-Apr-2010","-","13-Apr-2010","23-Apr-2010"
"CASTROL","Castrol India Limited","EQ","Bonus 1:1","10","09-Apr-2010","12-Apr-2010","-","-"
"ESABINDIA","Esab India Limited","EQ","Annual General Meeting","10","12-Apr-2010","-","15-Apr-2010","22-Apr-2010"
"ACE","Action Construction Equipment Limited","EQ","Int Div-Rs.1/- Per Share Purpose Revised","2","12-Apr-2010","14-Apr-2010","-","-"
"ALFALAVAL","Alfa Laval (India) Limited","EQ","Dividend-Rs.25/- Pr Share","10","12-Apr-2010","-","14-Apr-2010","28-Apr-2010"
"HEROMOTOCO","Hero MotoCorp Limited","EQ","Spl Div-Rs.80/- Per Share","2","13-Apr-2010","15-Apr-2010","-","-"
"GVT&D","GE Vernova T&D India Limited","EQ","Dividend-Rs.1.80 Pr Share","2","13-Apr-2010","-","16-Apr-2010","23-Apr-2010"
"KSB","Ksb Limited","EQ","Agm/Div-Rs.10.5 Per Share","2","15-Apr-2010","-","19-Apr-2010","29-Apr-2010"
"STYRENIX","Styrenix Performance Materials Limited","EQ","Dividend-Rs.3.50 Pr Share","10","15-Apr-2010","-","19-Apr-2010","23-Apr-2010"
"BPLENGG","BPL Engineering Limited","EQ","Annual General Meeting","10","15-Apr-2010","-","19-Apr-2010","23-Apr-2010"
"ZEEMEDIA","Zee Media Corporation Limited","EQ","Scheme Of Arrangement","1","15-Apr-2010","16-Apr-2010","-","-"
"PFIZER","Pfizer Limited","EQ","Div-Rs.12.50 Per Share","10","15-Apr-2010","-","17-Apr-2010","26-Apr-2010"
"XCHANGING","Xchanging Solutions Limited","EQ","Annual General Meeting","10","16-Apr-2010","-","20-Apr-2010","26-Apr-2010"
"HUHTAMAKI","Huhtamaki India Limited","EQ","Div-Fin Rs.2 + Spl Re.1","2","16-Apr-2010","-","20-Apr-2010","27-Apr-2010"
"VESUVIUS","Vesuvius India Limited","EQ","Dividend-Rs.3.75 Pr Share","1","16-Apr-2010","-","20-Apr-2010","27-Apr-2010"
"TIMKEN","Timken India Limited","EQ","Annual General Meeting","10","19-Apr-2010","-","21-Apr-2010","28-Apr-2010"
"NISSAN","Nissan Copper Limited","EQ","Int Div-Re.0.50 Per Share","1","20-Apr-2010","21-Apr-2010","-","-"
"HEXAWARE","Hexaware Technologies Limited","EQ","Dividend-Re.0.80 Pr Share","2","20-Apr-2010","-","22-Apr-2010","29-Apr-2010"
"KOHINOOR","Kohinoor Foods Limited","EQ","Annual General Meetings","10","20-Apr-2010","-","22-Apr-2010","29-Apr-2010"
"ADVANTA","Advanta Limited","EQ","Agm/Div-Rs.1/- Per Share","2","21-Apr-2010","-","23-Apr-2010","29-Apr-2010"
"ALICON","Alicon Castalloy Limited","EQ","Scheme Of Arrangement","5","21-Apr-2010","22-Apr-2010","-","-"
"CEMPRO","Cemindia Projects Limited","EQ","Agm/Div-Re.1/- Per Share","1","21-Apr-2010","-","23-Apr-2010","27-Apr-2010"
"SUNTECK","Sunteck Realty Limited","EQ","Int Div-Rs.0.12 Per Share","1","21-Apr-2010","22-Apr-2010","-","-"
"SIYSIL","Siyaram Silk Mills Limited","EQ","Int Div-Rs.6/- Per Share Purpose Revised","2","22-Apr-2010","23-Apr-2010","-","-"
"BALKRISIND","Balkrishna Industries Limited","EQ","Int Div-Rs.7/- Per Share Purpose Revised","2","22-Apr-2010","23-Apr-2010","-","-"
"CRISIL","CRISIL Limited","EQ","Div- Int Rs.25+Spl Rs.100purpose Revised","1","22-Apr-2010","23-Apr-2010","-","-"
