"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"SIMBHSUGAR","Simbhaoli Sugars Limited","EQ","Annual General Meeting","10","03-Jan-2011","-","05-Jan-2011","10-Jan-2011"
"OIL","Oil India Limited","EQ","Interim Dividend-Rs.18/- Per Share","10","03-Jan-2011","04-Jan-2011","-","-"
"INDNIPPON","India Nippon Electricals Limited","EQ","Interim Dividend-Rs.5/- Per Share (Purpose Revised)","5","04-Jan-2011","05-Jan-2011","-","-"
"TATACOFFEE","Tata Coffee Limited","EQ","Interim Dividend-Rs.5/- Per Share","1","06-Jan-2011","07-Jan-2011","-","-"
"ESABINDIA","Esab India Limited","EQ","2nd Interim Dividend Rs.10/- Per Share (Purpose Revised)","10","06-Jan-2011","07-Jan-2011","-","-"
"DIGJAM","Digjam Limited","EQ","Annual General Meeting (Bc Date Revised)","10","07-Jan-2011","-","11-Jan-2011","18-Jan-2011"
"NELCO","NELCO Limited","EQ","Annual General Meeting/Final Dividend Re.1/- Per Share/Special Dividend Re.1/- Per Share","10","07-Jan-2011","-","11-Jan-2011","14-Jan-2011"
"TULSI","Tulsi Extrusions Limited","EQ","Bonus 1:10 (Record Date Revised)","10","07-Jan-2011","10-Jan-2011","-","-"
"SUJANATOW","Sujana Tower Limited","EQ","Face Value Split From Rs.5/- To Re.1/-","1","10-Jan-2011","11-Jan-2011","-","-"
"SHOPERSTOP","Shoppers Stop Limited","EQ","Face Value Split From Rs.10/- To Rs.5/-","5","12-Jan-2011","13-Jan-2011","-","-"
"GLOBOFFS","Global Offshore Services Limited","EQ","2nd Interim Dividend-Re.0.70 Per Share","10","12-Jan-2011","13-Jan-2011","-","-"
"JYOTISTRUC","Jyoti Structures Limited","EQ","Rights Issue - 1 Ncd (Issue Price Rs.120/- Per Ncd) With 2 Detachable Warrants (Exercise Price Rs.120/- Per Warrant) For Every 8 Equity Shares","2","13-Jan-2011","15-Jan-2011","-","-"
"AUTOAXLES","Automotive Axles Limited","EQ","Dividend-Rs.8.50 Per Share","10","17-Jan-2011","-","19-Jan-2011","21-Jan-2011"
"SAIL","Steel Authority of India Limited","EQ","Interim Dividend-Rs.1.20 Per Share (Purpose Revised)","10","18-Jan-2011","19-Jan-2011","-","-"
"SIEMENS","Siemens Limited","EQ","Dividend-Rs.5/- Per Share","2","18-Jan-2011","-","20-Jan-2011","28-Jan-2011"
"IOLN","IOL Netcom Limited","EQ","Annual General Meeting","10","20-Jan-2011","-","24-Jan-2011","31-Jan-2011"
"HEXAWARE","Hexaware Technologies Limited","EQ","Special Interim Dividend-Re.1/- Per Share","2","20-Jan-2011","21-Jan-2011","-","-"
"NEXTMEDIA","Next Mediaworks Limited","EQ","Scheme Of Arrangement","10","20-Jan-2011","21-Jan-2011","-","-"
"WYETH","Wyeth Limited","EQ","Interim Dividend-Rs.15/- Per Share","10","20-Jan-2011","21-Jan-2011","-","-"
"PFIZER","Pfizer Limited","EQ","Interim Dividend-Rs.12.50 Per Share","10","20-Jan-2011","21-Jan-2011","-","-"
"COROMANDEL","Coromandel International Limited","EQ","Interim Dividend-Rs.4/- Per Share","1","21-Jan-2011","24-Jan-2011","-","-"
"PFC","Power Finance Corporation Limited","EQ","Interim Dividend-Rs.3.50 Per Share (Purpose Revised)","10","21-Jan-2011","24-Jan-2011","-","-"
"HCLTECH","HCL Technologies Limited","EQ","2nd Interim Dividend-Rs.2/- Per Share (Purpose Revised)","2","24-Jan-2011","25-Jan-2011","-","-"
"TVSMOTOR","TVS Motor Company Limited","EQ","Interim Dividend-Re.0.50 Per Share (Purpose Revised)","1","25-Jan-2011","27-Jan-2011","-","-"
"NELCAST","Nelcast Limited","EQ","Special Dividend-Rs.12/- Per Share (Purpose Revised)","2","25-Jan-2011","27-Jan-2011","-","-"
"WIPRO","Wipro Limited","EQ","Interim Dividend-Rs.2/- Per Share (Purpose Revised)","2","27-Jan-2011","28-Jan-2011","-","-"
"TCS","Tata Consultancy Services Limited","EQ","3rd Interim Dividend-Rs.2/- Per Share","1","27-Jan-2011","28-Jan-2011","-","-"
"HINDMOTOR","Hindustan Motors Limited","EQ","Capital Reduction","10","27-Jan-2011","28-Jan-2011","-","-"
"TCI","Transport Corporation of India Limited","EQ","Interim Dividend-Re.0.40 Per Share (Purpose Revised)","2","28-Jan-2011","31-Jan-2011","-","-"
"MRF","MRF Limited","EQ","Annual General Meeting/Final Dividend Rs.19/- Per Share/Special Dividend Rs.25/- Per Share","10","28-Jan-2011","-","01-Feb-2011","10-Feb-2011"
"ARE&M","Amara Raja Energy & Mobility Limited","EQ","Special Dividend-Rs.2/- Per Share (Purpose Revised)","1","28-Jan-2011","31-Jan-2011","-","-"
"GODREJCP","Godrej Consumer Products Limited","EQ","3rd Interim Dividend-Re.1/- Per Share (Purpose Revised)","1","28-Jan-2011","31-Jan-2011","-","-"
"CONCOR","Container Corporation of India Limited","EQ","Interim Dividend-Rs.7.50 Per Share","5","28-Jan-2011","31-Jan-2011","-","-"
"PERSISTENT","Persistent Systems Limited","EQ","Interim Dividend Rs.2/- Per Share And Special Dividend Rs.2/- Per Share","5","31-Jan-2011","-","02-Feb-2011","02-Feb-2011"
"IPCALAB","IPCA Laboratories Limited","EQ","2nd Interim Dividend-Re.1/- Per Share (Purpose Revised)","1","01-Feb-2011","02-Feb-2011","-","-"
"KCP","KCP Limited","EQ","3rd Interim Dividend-Re.0.25 Per Share (Purpose Revised)","1","01-Feb-2011","02-Feb-2011","-","-"
"HGM","HandsOn Global Management (HGM) Limited","EQ","3rd Interim Dividend-Rs.2/- Per Share (Purpose Revised)","10","01-Feb-2011","02-Feb-2011","-","-"
"VIPIND","VIP Industries Limited","EQ","Interim Dividend-Rs.3/- Per Share (Purpose Revised)","2","01-Feb-2011","02-Feb-2011","-","-"
"RML","Rane (Madras) Limited","EQ","Interim Dividend-Rs.4.50 Per Share","10","02-Feb-2011","03-Feb-2011","-","-"
"SUNCLAYTON","Sundaram Clayton Limited","EQ","Interim Dividend-Rs.2.50 Per Share (Purpose Revised)","5","02-Feb-2011","03-Feb-2011","-","-"
"EDELWEISS","Edelweiss Financial Services Limited","EQ","Interim Dividend-Re.0.25 Per Share","1","02-Feb-2011","03-Feb-2011","-","-"
"BEL","Bharat Electronics Limited","EQ","Interim Dividend-Rs.6/- Per Share (Purpose Revised)","1","02-Feb-2011","03-Feb-2011","-","-"
"WALCHANNAG","Walchandnagar Industries Limited","EQ","Dividend-Re.1/- Per Share","2","02-Feb-2011","-","04-Feb-2011","10-Feb-2011"
"SUNTV","Sun TV Network Limited","EQ","Interim Dividend-Rs.5/- Per Share (Purpose Revised)","5","02-Feb-2011","03-Feb-2011","-","-"
"SUNDARMFIN","Sundaram Finance Limited","EQ","Interim Dividend-Rs.7/- Per Share (Purpose Revised)","10","02-Feb-2011","03-Feb-2011","-","-"
"JPINFRATEC","Jaypee Infratech Limited","EQ","Interim Dividend-Re.0.75 Per Share","10","03-Feb-2011","04-Feb-2011","-","-"
"RANEENGINE","Rane Engine Valve Limited","EQ","Interim Dividend-Rs.3/- Per Share","10","03-Feb-2011","04-Feb-2011","-","-"
"DBCORP","D.B.Corp Limited","EQ","Interim Dividend-Rs.2/- Per Share","10","03-Feb-2011","04-Feb-2011","-","-"
"BIRLANU","BirlaNu Limited","EQ","Interim Dividend-Rs.6/- Per Share","10","03-Feb-2011","05-Feb-2011","-","-"
"CGPOWER","CG Power and Industrial Solutions Limited","EQ","2nd Interim Dividend-Re.0.80 Per Share (Purpose Revised)","2","03-Feb-2011","04-Feb-2011","-","-"
"GANDHITUBE","Gandhi Special Tubes Limited","EQ","Interim Dividend-Rs.5/- Per Share (Purpose Revised)","5","03-Feb-2011","04-Feb-2011","-","-"
"RBL","Rane Brake Lining Limited","EQ","Interim Dividend-Rs.3/- Per Share","10","03-Feb-2011","05-Feb-2011","-","-"
"GREAVESCOT","Greaves Cotton Limited","EQ","2nd Interim Dividend-Re.0.40 Per Share","2","04-Feb-2011","07-Feb-2011","-","-"
"NTPC","NTPC Limited","EQ","Interim Dividend-Rs.3/- Per Share (Purpose Revised)","10","04-Feb-2011","07-Feb-2011","-","-"
"SHREECEM","SHREE CEMENT LIMITED","EQ","Interim Dividend-Rs.6/- Per Share (Purpose Revised)","10","04-Feb-2011","07-Feb-2011","-","-"
"HCL-INSYS","HCL Infosystems Limited","EQ","2nd Interim Dividend-Rs.2/- Per Share (Purpose Revised)","2","04-Feb-2011","07-Feb-2011","-","-"
"SUPREMEIND","Supreme Industries Limited","EQ","Interim Dividend-Rs.1.30 Per Share (Purpose Revised)","2","04-Feb-2011","07-Feb-2011","-","-"
"NATIONALUM","National Aluminium Company Limited","EQ","Interim Dividend-Rs.2/- Per Share (Purpose Revised)","5","07-Feb-2011","08-Feb-2011","-","-"
"63MOONS","63 moons technologies limited","EQ","3rd Interim Dividend-Rs.2/- Per Share","2","07-Feb-2011","08-Feb-2011","-","-"
"TULSYAN","Tulsyan Nec Limited","EQ","Interim Dividend - Re.1/- Per Share","10","07-Feb-2011","08-Feb-2011","-","-"
"TATAINVEST","Tata Investment Corporation Limited","EQ","Interim Dividend-Rs.16/- Per Share","1","07-Feb-2011","08-Feb-2011","-","-"
"AARTIIND","Aarti Industries Limited","EQ","Interim Dividend-Rs.1.25 Per Share (Purpose Revised)","5","07-Feb-2011","08-Feb-2011","-","-"
"AARTIDRUGS","Aarti Drugs Limited","EQ","Interim Dividend-Rs.2.50 Per Share (Purpose Revised)","10","07-Feb-2011","08-Feb-2011","-","-"
"KANDAGIRI","Kandagiri Spinning Mills Limited","EQ","Interim Dividend -  Rs. 2/- Per Equity Share","10","08-Feb-2011","09-Feb-2011","-","-"
"SAMBANDAM","Sambandam Spinning Mills Limited","EQ","Interim Dividend - Rs.2/- Per Equity Share","10","08-Feb-2011","09-Feb-2011","-","-"
"JPASSOCIAT","Jaiprakash Associates Limited","EQ","Interim Dividend-Re.0.40 Per Share (Purpose Revised)","2","08-Feb-2011","09-Feb-2011","-","-"
"VATSALTD","Vatsa Corporations Limited","EQ","Annual General Meeting","1","08-Feb-2011","-","10-Feb-2011","16-Feb-2011"
"ONGC","Oil & Natural Gas Corporation Limited","EQ","Bonus 1:1 And Face Value Split From Rs.10/- To Rs.5/-","5","08-Feb-2011","09-Feb-2011","-","-"
"TUBEINVEST","Tube Investments of India Limited","EQ","Interim Dividend-Rs.1.50 Per Share","2","08-Feb-2011","09-Feb-2011","-","-"
"SURYALAXMI","Suryalakshmi Cotton Mills Limited","EQ","Interim Dividend-Re.1/- Per Share","10","09-Feb-2011","10-Feb-2011","-","-"
"NMDC","NMDC Limited","EQ","Interim Dividend-Rs.1.15 Per Share","1","10-Feb-2011","11-Feb-2011","-","-"
"ISFT","Intrasoft Technologies Limited","EQ","Interim Dividend-Re.1/- Per Share","10","10-Feb-2011","11-Feb-2011","-","-"
"GAEL","Gujarat Ambuja Exports Limited","EQ","Interim Dividend-Re.0.60 Per Share","1","10-Feb-2011","11-Feb-2011","-","-"
"JAMNAAUTO","Jamna Auto Industries Limited","EQ","Interim Dividend-Re.1/- Per Share (Purpose Revised)","1","10-Feb-2011","11-Feb-2011","-","-"
"CUMMINSIND","Cummins India Limited","EQ","Interim Dividend-Rs.7/- Per Share (Purpose Revised)","2","10-Feb-2011","11-Feb-2011","-","-"
"RSWM","RSWM Limited","EQ","Interim Dividend-Rs.10/- Per Share (Purpose Revised)","10","10-Feb-2011","11-Feb-2011","-","-"
"ARIES","Aries Agro Limited","EQ","Interim Dividend-Re.1/- Per Share","10","10-Feb-2011","12-Feb-2011","-","-"
"SREINFRA","SREI Infrastructure Finance Limited","EQ","Bonus 4:5 (Pursuant To Scheme Of Amalgamation)","10","10-Feb-2011","11-Feb-2011","-","-"
"GLODYNE","Glodyne Technoserve Limited","EQ","Face Value Split From Rs.10/- To Rs.6/-","6","10-Feb-2011","11-Feb-2011","-","-"
"ESCORTS","Escorts Kubota Limited","EQ","Annual General Meeting And Dividend Rs.1.50 Per Share","10","10-Feb-2011","-","14-Feb-2011","25-Feb-2011"
"AUROPHARMA","Aurobindo Pharma Limited","EQ","Face Value Split From Rs.5/- To Re.1/-","1","10-Feb-2011","11-Feb-2011","-","-"
"GFLLIMITED","GFL Limited","EQ","Interim Dividend-Re.1/- Per Share","1","10-Feb-2011","11-Feb-2011","-","-"
"MPHASIS","MphasiS Limited","EQ","Final Dividend-Rs.4/- Per Share","10","10-Feb-2011","-","14-Feb-2011","24-Feb-2011"
"TRIVENI","Triveni Engineering & Industries Limited","EQ","Annual General Meeting/Final Dividend Re.0.20 Per Share/Special Dividend Re.0.15 Per Share","1","11-Feb-2011","-","15-Feb-2011","18-Feb-2011"
"JKPAPER","JK Paper Limited","EQ","Interim Dividend-Rs.2.25 Per Share","10","11-Feb-2011","14-Feb-2011","-","-"
"RECLTD","REC Limited","EQ","Interim Dividend-Rs.3.50 Per Share (Purpose Revised)","10","11-Feb-2011","14-Feb-2011","-","-"
"SCI","Shipping Corporation Of India Limited","EQ","Interim Dividend-Rs.3/- Per Share (Purpose Revised)","10","11-Feb-2011","14-Feb-2011","-","-"
"ACE","Action Construction Equipment Limited","EQ","Interim Dividend-Re.1/- Per Share (Purpose Revised)","2","11-Feb-2011","14-Feb-2011","-","-"
"POWERGRID","Power Grid Corporation of India Limited","EQ","Interim Dividend-Re.0.50 Per Share (Purpose Revised)","10","11-Feb-2011","14-Feb-2011","-","-"
"AMBUJACEM","Ambuja Cements Limited","EQ","Final Dividend-Rs.1.40 Per Share","2","11-Feb-2011","-","15-Feb-2011","22-Feb-2011"
"HEG","HEG Limited","EQ","Interim Dividend-Rs.5/- Per Share (Purpose Revised)","2","14-Feb-2011","15-Feb-2011","-","-"
"RANEHOLDIN","Rane Holdings Limited","EQ","Interim Dividend-Rs.7.50 Per Share","10","14-Feb-2011","15-Feb-2011","-","-"
"KTIL","Kesar Terminals & Infrastructure Limited","EQ","Interim Dividend-Rs.1.50 Per Share","5","14-Feb-2011","16-Feb-2011","-","-"
"DYNAMATECH","Dynamatic Technologies Limited","EQ","2nd Interim Dividend-Rs.3/- Per Share (Purpose Revised)","10","14-Feb-2011","15-Feb-2011","-","-"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","EQ","Interim Dividend-Re.0.50 Per Share (Purpose Revised)","2","14-Feb-2011","15-Feb-2011","-","-"
"CARBORUNIV","Carborundum Universal Limited","EQ","Interim Dividend-Rs.1.50 Per Share","1","14-Feb-2011","15-Feb-2011","-","-"
"SUPRAJIT","Suprajit Engineering Limited","EQ","Interim Dividend-Re.0.20 Per Share","1","15-Feb-2011","17-Feb-2011","-","-"
"PAGEIND","Page Industries Limited","EQ","3rd Interim Dividend Rs.4/- Per Share (Purpose Revised)","10","17-Feb-2011","18-Feb-2011","-","-"
"BSL","BSL Limited","EQ","Interim Dividend-Re.0.75 Per Share (Purpose Revised)","10","17-Feb-2011","18-Feb-2011","-","-"
"KARURVYSYA","Karur Vysya Bank Limited","EQ","Rights 2:5 @ Premium Rs.140/- Per Share","2","17-Feb-2011","18-Feb-2011","-","-"
"MOIL","MOIL Limited","EQ","Interim Dividend-Rs.2.50 Per Share (Purpose Revised)","10","17-Feb-2011","18-Feb-2011","-","-"
"COALINDIA","Coal India Limited","EQ","Interim Dividend-Rs.3.50 Per Share (Purpose Revised)","10","18-Feb-2011","21-Feb-2011","-","-"
"EIHOTEL","EIH Limited","EQ","Rights 5:11 @ Premium Rs.64/- Per Share","2","21-Feb-2011","22-Feb-2011","-","-"
"AMRUTANJAN","Amrutanjan Health Care Limited","EQ","Interim Dividend Rs.5/- Per Share","1","21-Feb-2011","22-Feb-2011","-","-"
"GOLDIAM","Goldiam International Limited","EQ","Interim Dividend-Re.1/- Per Share","2","22-Feb-2011","23-Feb-2011","-","-"
"GEODESIC","Geodesic Limited","EQ","Interim Dividend-Rs.1.35 Per Share","2","22-Feb-2011","23-Feb-2011","-","-"
"AMBIKCO","Ambika Cotton Mills Limited","EQ","Interim Dividend-Rs.2/- Per Share","10","22-Feb-2011","23-Feb-2011","-","-"
"INDORAMA","Indo Rama Synthetics (India) Limited","EQ","Interim Dividend-Re.1/- Per Share (Purpose Revised)","10","23-Feb-2011","24-Feb-2011","-","-"
"PRATIBHA","Pratibha Industries Limited","EQ","Interim Dividend-Re.0.20 Per Share","2","24-Feb-2011","25-Feb-2011","-","-"
"HEXAWARE","Hexaware Technologies Limited","EQ","Dividend Rs 1.40 Per Share / Bonus 1:1","2","24-Feb-2011","25-Feb-2011","-","-"
"NATCOPHARM","Natco Pharma Limited","EQ","Interim Dividend-Rs.2/- Per Share","2","24-Feb-2011","25-Feb-2011","-","-"
"KTKBANK","The Karnataka Bank Limited","EQ","Rights 2:5 @ Premium Rs 75 Per Share","10","25-Feb-2011","28-Feb-2011","-","-"
"PSL","PSL Limited","EQ","Interim Dividend-Rs.2/- Per Share (Purpose Revised)","10","25-Feb-2011","28-Feb-2011","-","-"
"PPAP","PPAP Automotive Limited","EQ","Interim Dividend-Rs.2/- Per Share","10","28-Feb-2011","01-Mar-2011","-","-"
"VISHALEXPO","Vishal Exports Overseas Limited","EQ","Annual General Meeting","1","01-Mar-2011","-","04-Mar-2011","09-Mar-2011"
"DWARKESH","Dwarikesh Sugar Industries Limited","EQ","Annual General Meeting","1","03-Mar-2011","-","05-Mar-2011","16-Mar-2011"
"ARROWTEX","Arrow Textiles Limited","EQ","Rights 2:5 @ Premium Re 1 Per Share","10","03-Mar-2011","04-Mar-2011","-","-"
"SRF","SRF Limited","EQ","Interim Dividend Rs 7 Per Share (Purpose Revised)","10","04-Mar-2011","07-Mar-2011","-","-"
"HINDZINC","Hindustan Zinc Limited","EQ","Bonus - 1:1 And Face Value Split From Rs. 10 To Rs. 2","2","07-Mar-2011","08-Mar-2011","-","-"
"IIFL","IIFL Finance Limited","EQ","Interim Dividend Rs 3 Per Share (Purpose Revised)","2","07-Mar-2011","08-Mar-2011","-","-"
"EICHERMOT","Eicher Motors Limited","EQ","Dividend-Rs.11/- Per Share","1","08-Mar-2011","-","10-Mar-2011","18-Mar-2011"
"KSB","Ksb Limited","EQ","Annual General Meeting And Dividend - Rs.8/- Per Share","2","08-Mar-2011","-","10-Mar-2011","11-Mar-2011"
"UNITEDTEA","The United Nilgiri Tea Estates Company Limited","EQ","Interim Dividend Of Re.1/- Per Share","10","09-Mar-2011","10-Mar-2011","-","-"
"TULSYAN","Tulsyan Nec Limited","EQ","Rights At 2:1 At A Premium Of Rs.39.50 Per Share","10","10-Mar-2011","12-Mar-2011","-","-"
"BAJAJHIND","Bajaj Hindusthan Sugar Limited","EQ","Annual General Meeting And Dividend Of Re. 0.70 Per Share.","1","10-Mar-2011","-","12-Mar-2011","22-Mar-2011"
"STAN","Standard Chartered PLC","DR","Dividend",,"10-Mar-2011","11-Mar-2011","-","-"
"GSKCONS","GlaxoSmithKline Consumer Healthcare Limited","EQ","Annual General Meeting And Dividend Rs.50/- Per Share (Special Dividend Rs.25/- Per Share And Final Dividend Rs.25/- Per Share)","10","11-Mar-2011","-","15-Mar-2011","28-Mar-2011"
"HFCL","HFCL Limited","EQ","Annual General Meeting","1","11-Mar-2011","-","15-Mar-2011","30-Mar-2011"
"GLAXO","GlaxoSmithKline Pharmaceuticals Limited","EQ","Dividend-Rs.40/- Per Share","10","14-Mar-2011","-","16-Mar-2011","29-Mar-2011"
"ORIENTCER","ORIENT CERATECH LIMITED","EQ","Interim Dividend - Re. 1/- Per Share (Purpose Revised)","1","14-Mar-2011","15-Mar-2011","-","-"
"BERGEPAINT","Berger Paints (I) Limited","EQ","Interim Dividend - Re. 0.50 Per Share","1","14-Mar-2011","15-Mar-2011","-","-"
"CRISIL","CRISIL Limited","EQ","Dividend - Rs.25 Per Share","1","14-Mar-2011","-","16-Mar-2011","17-Mar-2011"
"NATIONALUM","National Aluminium Company Limited","EQ","Bonus 1:1 And Face Value Split From Rs.10/- To Rs.5/-","5","15-Mar-2011","16-Mar-2011","-","-"
"SBBJ","State Bank of Bikaner and Jaipur","EQ","Rights 2:5 @ Premium Of Rs 380 Per Share","10","16-Mar-2011","17-Mar-2011","-","-"
"DRREDDY","Dr. Reddy's Laboratories Limited","EQ","Scheme Of Arrangement - Bonus Debentures 6:1","1","17-Mar-2011","18-Mar-2011","-","-"
"RENUKA","Shree Renuka Sugars Limited","EQ","Annual General Meeting","1","17-Mar-2011","-","21-Mar-2011","29-Mar-2011"
"CENTRALBK","Central Bank of India","EQ","Rights Issue - 3:5 @ Premium Rs.93/-","10","17-Mar-2011","18-Mar-2011","-","-"
"HITECHGEAR","The Hi-Tech Gears Limited","EQ","Interim Dividend - Rs 1.50 Per Share (Purpose Revised)","10","17-Mar-2011","20-Mar-2011","-","-"
"HELIOSMATH","Helios And Matheson Information Technology Limited","EQ","Annual General Meeting And Dividend Rs.1.50 Per Share","10","17-Mar-2011","-","21-Mar-2011","30-Mar-2011"
"KMSUGAR","K.M.Sugar Mills Limited","EQ","Annual General Meeting","2","18-Mar-2011","-","22-Mar-2011","25-Mar-2011"
"BHEL","Bharat Heavy Electricals Limited","EQ","Interim Dividend Rs.13.25 Per Share (Purpose Revised)","2","18-Mar-2011","21-Mar-2011","-","-"
"LAKSHMIEFL","Lakshmi Energy and Foods Limited","EQ","Annual General Meeting And Final Dividend Re.0.20 Per Share","2","21-Mar-2011","-","23-Mar-2011","26-Mar-2011"
"GUJRATGAS","Gujarat Gas Company Limited","EQ","Final Dividend Rs. 4 And Special Dividend Rs 8 Per Share","2","21-Mar-2011","-","23-Mar-2011","25-Mar-2011"
"PGHL","Procter & Gamble Health Limited","EQ","Annual General Meeting","10","21-Mar-2011","-","23-Mar-2011","29-Mar-2011"
"ENGINERSIN","Engineers India Limited","EQ","Interim Dividend-Re.1/- Per Share (Purpose Revised)","5","22-Mar-2011","23-Mar-2011","-","-"
"THANGAMAYL","Thangamayil Jewellery Limited","EQ","Interim Dividend-Rs.4/- Per Share (Purpose Revised)","10","22-Mar-2011","23-Mar-2011","-","-"
"FOSECOIND","Foseco India Limited","EQ","Annual General Meeting And Final Dividend Rs.7/- Per Share","10","23-Mar-2011","-","25-Mar-2011","04-Apr-2011"
"RBN","Reliance Broadcast Network Limited","EQ","Annual General Meeting","5","23-Mar-2011","-","25-Mar-2011","31-Mar-2011"
"ARIHANT","Arihant Foundations & Housing Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","10","23-Mar-2011","-","25-Mar-2011","31-Mar-2011"
"EIDPARRY","EID Parry India Limited","EQ","Interim Dividend-Rs.2/- Per Share (Purpose Revised)","1","24-Mar-2011","25-Mar-2011","-","-"
"ANTELOPUS","Antelopus Selan Energy Limited","EQ","2nd Interim Dividend-Rs.1.50 Per Share (Purpose Revised)","10","24-Mar-2011","25-Mar-2011","-","-"
"KINETICMOT","Kinetic Motor Company Limited","EQ","Annual General Meeting","10","24-Mar-2011","-","28-Mar-2011","28-Mar-2011"
"GODREJCP","Godrej Consumer Products Limited","EQ","Annual Book Closure","1","25-Mar-2011","-","29-Mar-2011","29-Mar-2011"
"BFUTILITIE","BF Utilities Limited","EQ","Annual General Meeting","5","25-Mar-2011","-","29-Mar-2011","29-Mar-2011"
"DHANUS","Dhanus Technologies Limited","EQ","Annual General Meeting","10","25-Mar-2011","-","29-Mar-2011","31-Mar-2011"
"CGPOWER","CG Power and Industrial Solutions Limited","EQ","3rd Interim Dividend-Re.0.60 Per Share (Purpose Revised)","2","28-Mar-2011","29-Mar-2011","-","-"
"SRHHYPOLTD","Sree Rayalaseema Hi-Strength Hypo Limited","EQ","Interim Dividend-Rs.1.50 Per Share","10","28-Mar-2011","29-Mar-2011","-","-"
"ACC","ACC Limited","EQ","Final Dividend Rs.13/- Per Share And One Time Special Dividend Rs.7.50/- Per Share","10","29-Mar-2011","-","31-Mar-2011","13-Apr-2011"
"MAARSOFTW","Maars Software International Limited","EQ","Annual General Meeting","10","29-Mar-2011","-","31-Mar-2011","31-Mar-2011"
"VTL","Vardhman Textiles Limited","EQ","Scheme Of Arrangement","2","29-Mar-2011","30-Mar-2011","-","-"
"COLPAL","Colgate Palmolive (India) Limited","EQ","3rd Interim Dividend-Rs.7/- Per Share (Purpose Revised)","1","30-Mar-2011","31-Mar-2011","-","-"
"SCHAEFFLER","Schaeffler India Limited","EQ","Dividend - Rs.5/- Per Share","2","30-Mar-2011","-","01-Apr-2011","05-Apr-2011"
"INDNIPPON","India Nippon Electricals Limited","EQ","2nd Interim Dividend-Rs.3.50 Per Share (Purpose Revised)","5","30-Mar-2011","31-Mar-2011","-","-"
"HONAUT","Honeywell Automation India Limited","EQ","Dividend-Rs.10/- Per Share","10","30-Mar-2011","-","05-Apr-2011","14-Apr-2011"
"SANOFI","Sanofi India Limited","EQ","Annual General Meeting And Dividend - Final - Rs.23/- And Special - Rs.28/- Per Share","10","31-Mar-2011","-","06-Apr-2011","26-Apr-2011"
"TIMKEN","Timken India Limited","EQ","Annual General Meeting","10","07-Apr-2011","-","11-Apr-2011","21-Apr-2011"
"SANWARIA","Sanwaria Consumer Limited","EQ","Bonus 1:1","1","07-Apr-2011","08-Apr-2011","-","-"
"VESUVIUS","Vesuvius India Limited","EQ","Dividend - Rs. 4.00 Per Share","1","08-Apr-2011","-","12-Apr-2011","19-Apr-2011"
"ALEMBICLTD","Alembic Limited","EQ","Scheme Of Arrangement","2","11-Apr-2011","14-Apr-2011","-","-"
"SUDARCOLOR","Sudarshan Colorants India Limited","EQ","Dividend - Rs. 20 Per Share","10","11-Apr-2011","-","15-Apr-2011","26-Apr-2011"
"ALFALAVAL","Alfa Laval (India) Limited","EQ","Dividend - Rs.30/- Per Share","10","11-Apr-2011","-","14-Apr-2011","28-Apr-2011"
"KKCL","Kewal Kiran Clothing Limited","EQ","Special Interim Dividend Rs 6 Per Share","10","13-Apr-2011","16-Apr-2011","-","-"
"ADVANTA","Advanta Limited","EQ","Annual General Meeting","2","15-Apr-2011","-","19-Apr-2011","29-Apr-2011"
"DICIND","DIC India Limited","EQ","Dividend - Final Rs 4/- And Special Re 1/- Per Share","10","15-Apr-2011","-","19-Apr-2011","28-Apr-2011"
"BLUEDART","Blue Dart Express Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","10","15-Apr-2011","-","19-Apr-2011","26-Apr-2011"
"KSB","Ksb Limited","EQ","Bonus 1:1","2","18-Apr-2011","19-Apr-2011","-","-"
"HUHTAMAKI","Huhtamaki India Limited","EQ","Dividend Rs 2.20 Per Share","2","18-Apr-2011","-","20-Apr-2011","27-Apr-2011"
"ABBOTINDIA","Abbott India Limited","EQ","Annual General Meeting / Final Dividend - Rs.17/- Per Share","10","19-Apr-2011","-","21-Apr-2011","27-Apr-2011"
"CEMPRO","Cemindia Projects Limited","EQ","Annual General Meeting And Dividend Rs. 1.50 Per Share","1","19-Apr-2011","-","21-Apr-2011","28-Apr-2011"
"GPPL","Gujarat Pipavav Port Limited","EQ","Annual General Meeting","10","20-Apr-2011","-","22-Apr-2011","29-Apr-2011"
"HEXAWARE","Hexaware Technologies Limited","EQ","Annual General Meeting","2","20-Apr-2011","-","23-Apr-2011","27-Apr-2011"
"CRISIL","CRISIL Limited","EQ","Interim Dividend Rs.27.50 Per Share (Purpose Revised)","1","20-Apr-2011","22-Apr-2011","-","-"
"HEROMOTOCO","Hero MotoCorp Limited","EQ","Interim Dividend-Rs.70/- Per Share (Purpose Revised)","2","20-Apr-2011","21-Apr-2011","-","-"
"STYRENIX","Styrenix Performance Materials Limited","EQ","Dividend - Rs. 4 Per Share","10","20-Apr-2011","-","25-Apr-2011","29-Apr-2011"
