"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"VSTIND","VST Industries Limited","EQ","Dividend-Rs.45/- Per Share","10","08-Jul-2011","-","12-Jul-2011","14-Jul-2011"
"HINDUNILVR","Hindustan Unilever Limited","EQ","Annual General Meeting And Dividend Rs.3.50 Per Share","1","08-Jul-2011","-","12-Jul-2011","27-Jul-2011"
"TATAELXSI","Tata Elxsi Limited","EQ","Annual General Meeting/Dividend Rs 7 Per Share","10","08-Jul-2011","-","12-Jul-2011","22-Jul-2011"
"BBOX","Black Box Limited","EQ","Annual General Meeting And Dividend Rs.2.25 Per Share","2","08-Jul-2011","-","12-Jul-2011","29-Jul-2011"
"MOTILALOFS","Motilal Oswal Financial Services Limited","EQ","Annual General Meeting And Dividend Rs.1.40 Per Share","1","11-Jul-2011","-","13-Jul-2011","21-Jul-2011"
"CYIENT","Cyient Limited","EQ","Annual General Meeting And Dividend Rs.1.25 Per Share","5","11-Jul-2011","-","13-Jul-2011","20-Jul-2011"
"ZENSARTECH","Zensar Technologies Limited","EQ","Annual General Meeting And Dividend Rs.3.50 Per Share","2","11-Jul-2011","-","13-Jul-2011","20-Jul-2011"
"ONWARDTEC","Onward Technologies Limited","EQ","Annual General Meeting","10","11-Jul-2011","-","13-Jul-2011","15-Jul-2011"
"CGPOWER","CG Power and Industrial Solutions Limited","EQ","Annual General Meeting","2","11-Jul-2011","-","13-Jul-2011","19-Jul-2011"
"SMARTLINK","Smartlink Holdings Limited","EQ","Dividend-Rs.2/- Per Share","2","11-Jul-2011","-","13-Jul-2011","20-Jul-2011"
"PONNIERODE","Ponni Sugars (Erode) Limited","EQ","Annual General Meeting And Dividend Rs.2/- Per Share","10","11-Jul-2011","-","13-Jul-2011","15-Jul-2011"
"DLINKINDIA","D-Link (India) Limited","EQ","Dividend-Re.0.30 Per Share","2","11-Jul-2011","-","13-Jul-2011","19-Jul-2011"
"JSWSTEEL","JSW Steel Limited","EQ","Annual General Meeting And Dividend Rs.12.25 Per Share","1","11-Jul-2011","-","13-Jul-2011","15-Jul-2011"
"HINDUJAFO","Hinduja Foundries Limited","EQ","Annual General Meeting","10","11-Jul-2011","-","13-Jul-2011","20-Jul-2011"
"RSSOFTWARE","R. S. Software (India) Limited","EQ","Dividend-Rs.2/- Per Share","5","12-Jul-2011","-","14-Jul-2011","20-Jul-2011"
"KOTAKBANK","Kotak Mahindra Bank Limited","EQ","Annual General Meeting And Dividend Re.0.50 Per Share","1","12-Jul-2011","-","14-Jul-2011","21-Jul-2011"
"VEEDOL","Veedol Corporation Limited","EQ","Annual General Meeting And Dividend Rs.60/- Per Share","2","12-Jul-2011","-","14-Jul-2011","20-Jul-2011"
"MAHLIFE","Mahindra Lifespace Developers Limited","EQ","Annual General Meeting And Dividend Rs.5/- Per Share","10","12-Jul-2011","-","14-Jul-2011","21-Jul-2011"
"SESHAPAPER","Seshasayee Paper and Boards Limited","EQ","Dividend - Rs.5/- Per Share","2","12-Jul-2011","-","14-Jul-2011","23-Jul-2011"
"VINYLINDIA","Vinyl Chemicals (India) Limited","EQ","Annual General Meeting/Final Dividend Re.0.25 Per Share And Special Dividend Re.0.25 Per Share","1","12-Jul-2011","-","14-Jul-2011","28-Jul-2011"
"KIRLOSENG","Kirloskar Oil Engines Limited","EQ","Annual General Meeting And Dividend Rs.4/- Per Share","2","12-Jul-2011","-","14-Jul-2011","21-Jul-2011"
"BHARATFIN","Bharat Financial Inclusion Limited","EQ","Annual General Meeting","10","13-Jul-2011","-","15-Jul-2011","20-Jul-2011"
"TUBEINVEST","Tube Investments of India Limited","EQ","Dividend-Rs.1.50 Per Share","2","13-Jul-2011","-","15-Jul-2011","01-Aug-2011"
"ESTER","Ester Industries Limited","EQ","Dividend-Rs.2/- Per Share","5","13-Jul-2011","-","15-Jul-2011","18-Jul-2011"
"JSWHL","JSW Holdings Limited","EQ","Annual General Meeting","10","13-Jul-2011","-","15-Jul-2011","22-Jul-2011"
"NAUKRI","Info Edge (India) Limited","EQ","Dividend-Re.0.75 Per Share","2","13-Jul-2011","-","15-Jul-2011","21-Jul-2011"
"ELGIEQUIP","Elgi Equipments Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","1","13-Jul-2011","-","15-Jul-2011","29-Jul-2011"
"IVC","IL&FS Investment Managers Limited","EQ","Dividend-Rs.1.50 Per Share","2","13-Jul-2011","-","15-Jul-2011","27-Jul-2011"
"RAJPALAYAM","Rajapalayam Mills Limited","EQ","Final Dividend Rs.7.50 Per Share And Special Dividend Rs.7.50 Per Share/Bonus 1:1 (Purpose Revised)","10","13-Jul-2011","-","15-Jul-2011","20-Jul-2011"
"KIRLOSIND","Kirloskar Industries Limited","EQ","Annual General Meeting And Dividend Rs.2.50 Per Share","10","13-Jul-2011","-","15-Jul-2011","22-Jul-2011"
"SMLMAH","SML Mahindra Limited","EQ","Annual General Meeting/Final Dividend Rs.6.50 Per Share And Special Dividend Rs.1.50 Per Share","10","13-Jul-2011","-","15-Jul-2011","26-Jul-2011"
"CHESLINTEX","Cheslind Textiles Limited","EQ","Annual General Meeting","10","13-Jul-2011","-","15-Jul-2011","23-Jul-2011"
"INDIANHUME","Indian Hume Pipe Company Limited","EQ","Annual General Meeting And Dividend Rs.2/- Per Share","2","13-Jul-2011","-","15-Jul-2011","27-Jul-2011"
"SRF","SRF Limited","EQ","Annual General Meeting","10","13-Jul-2011","-","15-Jul-2011","22-Jul-2011"
"UMESLTD","Usha Martin Education & Solutions Limited","EQ","Annual General Meeting","1","13-Jul-2011","-","15-Jul-2011","28-Jul-2011"
"MINDTREE","MindTree Limited","EQ","Annual General Meeting/Dividend Rs 1.25 Per Share","10","13-Jul-2011","-","15-Jul-2011","21-Jul-2011"
"COROMANDEL","Coromandel International Limited","EQ","Dividend-Rs.3/- Per Share","1","13-Jul-2011","-","15-Jul-2011","21-Jul-2011"
"KBIL","Kirloskar Brothers Investments Limited","EQ","Annual General Meeting And Dividend Rs.2.50 Per Share","10","13-Jul-2011","-","15-Jul-2011","22-Jul-2011"
"VGUARD","V-Guard Industries Limited","EQ","Annual General Meeting And Dividend Rs.3.50 Per Share","1","13-Jul-2011","-","15-Jul-2011","25-Jul-2011"
"CESC","CESC Limited","EQ","Annual General Meeting And Dividend Rs.4/- Per Share","1","14-Jul-2011","-","16-Jul-2011","29-Jul-2011"
"BLUESTARCO","Blue Star Limited","EQ","Annual General Meeting And Dividend Rs.7/- Per Share","2","14-Jul-2011","-","16-Jul-2011","23-Jul-2011"
"MUKANDLTD","Mukand Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","10","14-Jul-2011","-","16-Jul-2011","27-Jul-2011"
"PANCARBON","Panasonic Carbon India Company Limited","EQ","Annual General Meeting/Dividend Of Rs. 7/- Per Share","10","14-Jul-2011","-","16-Jul-2011","20-Jul-2011"
"UPL","UPL Limited","EQ","Annual General Meeting And Dividend Rs.2/- Per Share","2","14-Jul-2011","-","16-Jul-2011","26-Jul-2011"
"AARTIDRUGS","Aarti Drugs Limited","EQ","Annual General Meeting And Dividend Rs.2.50 Per Share","10","14-Jul-2011","-","16-Jul-2011","23-Jul-2011"
"HDFCBANK","HDFC Bank Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","1","14-Jul-2011","16-Jul-2011","-","-"
"EXCELCROP","Excel Crop Care Limited","EQ","Annual General Meeting And Dividend Rs.3.75 Per Share","5","14-Jul-2011","-","16-Jul-2011","27-Jul-2011"
"IVP","IVP Limited","EQ","Dividend-Rs.1.50 Per Share","10","14-Jul-2011","-","18-Jul-2011","23-Jul-2011"
"IDFC","IDFC Limited","EQ","Dividend-Rs.2/- Per Share","10","14-Jul-2011","-","16-Jul-2011","27-Jul-2011"
"ZEEMEDIA","Zee Media Corporation Limited","EQ","Annual General Meeting","1","14-Jul-2011","-","16-Jul-2011","25-Jul-2011"
"COLPAL","Colgate Palmolive (India) Limited","EQ","Annual General Meeting","1","14-Jul-2011","-","18-Jul-2011","22-Jul-2011"
"M&M","Mahindra & Mahindra Limited","EQ","Annual General Meeting/Final Dividend Rs.10.50 Per Share And Special Dividend Re.1/- Per Share","5","14-Jul-2011","-","16-Jul-2011","08-Aug-2011"
"EXCELINDUS","Excel Industries Limited","EQ","Annual General Meeting/Final Dividend Rs.2.50 Per Share And Special Dividend Rs.1.25 Per Share","5","14-Jul-2011","-","16-Jul-2011","22-Jul-2011"
"SWARAJENG","Swaraj Engines Limited","EQ","Dividend-Rs.10/- Per Share","10","14-Jul-2011","-","16-Jul-2011","22-Jul-2011"
"EXPLEOSOL","Expleo Solutions Limited","EQ","Annual General Meeting And Dividend Re. 1 Per Share","10","14-Jul-2011","-","16-Jul-2011","29-Jul-2011"
"UNITEDBNK","United Bank of India","EQ","Annual General Meeting And Dividend Rs.2.20 Per Share","10","14-Jul-2011","-","16-Jul-2011","29-Jul-2011"
"RANEENGINE","Rane Engine Valve Limited","EQ","Dividend-Rs.2/- Per Share","10","14-Jul-2011","-","16-Jul-2011","20-Jul-2011"
"REDINGTON","Redington Limited","EQ","Dividend-Rs.1.10 Per Share","2","14-Jul-2011","-","16-Jul-2011","22-Jul-2011"
"PRAJIND","Praj Industries Limited","EQ","Annual General Meeting And Dividend Rs.1.26 Per Share","2","14-Jul-2011","-","18-Jul-2011","22-Jul-2011"
"UNIENTER","Uniphos Enterprises Limited","EQ","Annual General Meeting","2","14-Jul-2011","-","16-Jul-2011","26-Jul-2011"
"MEGH","Meghmani Organics Limited","EQ","Dividend-Re.0.40 Per Share","1","14-Jul-2011","-","18-Jul-2011","29-Jul-2011"
"ADOR","Ador Welding Limited","EQ","Dividend-Rs.6/- Per Share","10","14-Jul-2011","-","16-Jul-2011","22-Jul-2011"
"AEGISLOG","Aegis Logistics Limited","EQ","Annual General Meeting And Dividend Rs.2/- Per Share","1","14-Jul-2011","-","16-Jul-2011","29-Jul-2011"
"KIRLOSBROS","Kirloskar Brothers Limited","EQ","Dividend-Rs.3.50 Per Share","2","14-Jul-2011","-","16-Jul-2011","23-Jul-2011"
"MAHINDUGIN","Mahindra Ugine Steel Company Limited","EQ","Annual General Meeting","10","14-Jul-2011","-","16-Jul-2011","27-Jul-2011"
"CGCL","Capri Global Capital Limited","EQ","Annual General Meeting","1","14-Jul-2011","-","18-Jul-2011","25-Jul-2011"
"NOCIL","NOCIL Limited","EQ","Annual General Meeting And Dividend Re.0.60 Per Share","10","14-Jul-2011","-","18-Jul-2011","27-Jul-2011"
"NRBBEARING","NRB Bearing Limited","EQ","Dividend-Rs.2/- Per Share","2","14-Jul-2011","-","18-Jul-2011","27-Jul-2011"
"BLISSGVS","Bliss GVS Pharma Limited","EQ","Dividend-Re.0.30 Per Share","1","14-Jul-2011","-","18-Jul-2011","22-Jul-2011"
"EVERESTIND","Everest Industries Limited","EQ","Dividend-Rs.4.50 Per Share","10","14-Jul-2011","-","16-Jul-2011","22-Jul-2011"
"UNICHEMLAB","Unichem Laboratories Limited","EQ","Annual General Meeting And Dividend Rs.2.80 Per Share","2","14-Jul-2011","-","18-Jul-2011","22-Jul-2011"
"GICHSGFIN","GIC Housing Finance Limited","EQ","Final Dividend Rs.4.50 Per Share And Special Dividend Re.1/- Per Share","10","14-Jul-2011","-","16-Jul-2011","27-Jul-2011"
"VISASTEEL","Visa Steel Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","10","14-Jul-2011","-","18-Jul-2011","26-Jul-2011"
"EXIDEIND","Exide Industries Limited","EQ","Annual General Meeting And Dividend Re.0.60 Per Share","1","14-Jul-2011","-","16-Jul-2011","21-Jul-2011"
"SITINET","Siti Networks Limited","EQ","Annual General Meeting","1","14-Jul-2011","-","18-Jul-2011","26-Jul-2011"
"RML","Rane (Madras) Limited","EQ","Dividend- Rs.2.50 Per Share","10","14-Jul-2011","-","16-Jul-2011","19-Jul-2011"
"CHEMPLAST","Chemplast Sanmar Limited","EQ","Annual General Meeting","1","14-Jul-2011","-","16-Jul-2011","25-Jul-2011"
"RPGLIFE","RPG Life Sciences Limited","EQ","Annual General Meeting And Dividend Rs.1.60 Per Share","8","14-Jul-2011","-","18-Jul-2011","28-Jul-2011"
"RBL","Rane Brake Lining Limited","EQ","Dividend-Rs.2/- Per Share","10","14-Jul-2011","-","16-Jul-2011","22-Jul-2011"
"DISHMAN","Dishman Pharmaceuticals and Chemicals Limited","EQ","Annual General Meeting And Dividend Rs.1.20 Per Share","2","14-Jul-2011","-","16-Jul-2011","29-Jul-2011"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","EQ","Annual General Meeting And Dividend Rs.2/- Per Share","1","14-Jul-2011","-","18-Jul-2011","25-Jul-2011"
"SASKEN","Sasken Technologies Limited","EQ","Annual General Meeting And Dividend Rs.4.50 Per Share","10","14-Jul-2011","-","16-Jul-2011","22-Jul-2011"
"KALYANIFRG","Kalyani Forge Limited","EQ","Annual General Meeting And Dividend Rs.2/- Per Share","10","14-Jul-2011","-","16-Jul-2011","23-Jul-2011"
"MHRIL","Mahindra Holidays & Resorts India Limited","EQ","Annual General Meeting And Dividend Rs.4/- Per Share","10","14-Jul-2011","-","16-Jul-2011","25-Jul-2011"
"PERSISTENT","Persistent Systems Limited","EQ","Final Dividend-Rs.1.50 Per Share","5","14-Jul-2011","15-Jul-2011","-","-"
"NAGARFERT","Nagarjuna Fertilizer & Chemicals Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","10","14-Jul-2011","-","16-Jul-2011","27-Jul-2011"
"BALAMINES","Balaji Amines Limited","EQ","Annual General Meeting And Dividend Re.0.60 Per Share","2","14-Jul-2011","-","18-Jul-2011","28-Jul-2011"
"GKWLIMITED","GKW Limited","EQ","Annual General Meeting","10","14-Jul-2011","-","18-Jul-2011","26-Jul-2011"
"GODREJPROP","Godrej Properties Limited","EQ","Dividend-Rs.4.50 Per Share","5","14-Jul-2011","-","18-Jul-2011","22-Jul-2011"
"BIRLANU","BirlaNu Limited","EQ","Annual General Meeting /Dividend - Rs.10 Per Share","10","14-Jul-2011","-","16-Jul-2011","21-Jul-2011"
"NIPPOBATRY","Indo-National Limited","EQ","Dividend-Rs.20/- Per Share","5","14-Jul-2011","-","16-Jul-2011","20-Jul-2011"
"STER","Sterlite Industries ( India ) Limited","EQ","Annual General Meeting And Dividend Rs.1.10 Per Share","1","15-Jul-2011","-","19-Jul-2011","23-Jul-2011"
"TTKHEALTH","TTK Healthcare Limited","EQ","Annual General Meeting And Dividend Of Rs.4/- Per Share","10","15-Jul-2011","-","19-Jul-2011","27-Jul-2011"
"SHOPERSTOP","Shoppers Stop Limited","EQ","Dividend-Re.0.75 Per Share","5","15-Jul-2011","-","19-Jul-2011","26-Jul-2011"
"TIL","TIL Limited","EQ","Annual General Meeting And Dividend Rs.6/- Per Share","10","15-Jul-2011","-","19-Jul-2011","26-Jul-2011"
"TIRUMALCHM","Thirumalai Chemicals Limited","EQ","Annual General Meeting","1","15-Jul-2011","-","19-Jul-2011","01-Aug-2011"
"EIMCOELECO","Eimco Elecon (India) Limited","EQ","Dividend-Rs.4/- Per Share","10","15-Jul-2011","-","19-Jul-2011","02-Aug-2011"
"MANALIPETC","Manali Petrochemicals Limited","EQ","Annual General Meeting And Dividend Re.0.50 Per Share","5","15-Jul-2011","-","19-Jul-2011","29-Jul-2011"
"KHANDSE","Khandwala Securities Limited","EQ","Annual General Meeting (Bc Dates Revised)","10","15-Jul-2011","-","19-Jul-2011","25-Jul-2011"
"WINDSOR","Windsor Machines Limited","EQ","Annual General Meeting","10","15-Jul-2011","-","19-Jul-2011","31-Jul-2011"
"TATACOFFEE","Tata Coffee Limited","EQ","Annual General Meeting And Dividend Rs.5/- Per Share","1","15-Jul-2011","-","19-Jul-2011","05-Aug-2011"
"KSE","KSE Limited","EQ","Annual General Meeting / Div. Of Rs.10 Per Share","10","15-Jul-2011","-","19-Jul-2011","28-Jul-2011"
"RALLIS","Rallis India Limited","EQ","Face Value Split From Rs.10/- To Re.1/-","1","15-Jul-2011","18-Jul-2011","-","-"
"GEOMETRIC","Geometric Limited","EQ","Annual General Meeting And Dividend Rs.1.20 Per Share","2","15-Jul-2011","-","19-Jul-2011","25-Jul-2011"
"INDBANK","Indbank Merchant Banking Services Limited","EQ","Annual General Meeting","10","18-Jul-2011","-","20-Jul-2011","29-Jul-2011"
"KCP","KCP Limited","EQ","Annual General Meeting And Dividend Re.0.25 Per Share","1","18-Jul-2011","-","20-Jul-2011","27-Jul-2011"
"VISAKAIND","Visaka Industries Limited","EQ","Annual General Meeting And Dividend Rs.2/- Per Share","2","18-Jul-2011","-","20-Jul-2011","22-Jul-2011"
"BPL","BPL Limited","EQ","Annual General Meeting","10","18-Jul-2011","-","20-Jul-2011","27-Jul-2011"
"IPCALAB","IPCA Laboratories Limited","EQ","Annual General Meeting And Dividend Rs.1.20 Per Share","1","18-Jul-2011","-","20-Jul-2011","28-Jul-2011"
"UNITEDTEA","The United Nilgiri Tea Estates Company Limited","EQ","Agm And Final Dividend Of Rs 1.25 Per Share (12.5%)","10","18-Jul-2011","-","20-Jul-2011","03-Aug-2011"
"HERCULES","HERCULES INVESTMENTS LIMITED","EQ","Annual General Meeting And Dividend Rs.3/- Per Share","1","18-Jul-2011","-","20-Jul-2011","27-Jul-2011"
"PCBL","PCBL Chemical Limited","EQ","Annual General Meeting And Dividend Rs.5/- Per Share","1","18-Jul-2011","-","20-Jul-2011","29-Jul-2011"
"JKCEMENT","JK Cement Limited","EQ","Annual General Meeting And Dividend Rs.2/- Per Share","10","18-Jul-2011","-","20-Jul-2011","30-Jul-2011"
"NAVA","NAVA LIMITED","EQ","Annual General Meeting And Dividend Rs.6/- Per Share","1","18-Jul-2011","-","20-Jul-2011","28-Jul-2011"
"LUPIN","Lupin Limited","EQ","Annual General Meeting And Dividend Rs.3/- Per Share","2","18-Jul-2011","-","20-Jul-2011","27-Jul-2011"
"TRENT","Trent Limited","EQ","Annual General Meeting And Dividend Rs.7.50 Per Share","1","18-Jul-2011","-","20-Jul-2011","22-Jul-2011"
"HTMEDIA","HT Media Limited","EQ","Dividend-Re.0.36 Per Share","2","18-Jul-2011","-","20-Jul-2011","27-Jul-2011"
"DHFL","Dewan Housing Finance Corporation Limited","EQ","Annual General Meeting And Dividend Rs.3.50 Per Share","10","18-Jul-2011","-","20-Jul-2011","27-Jul-2011"
"GUJSIDHCEM","Gujarat Sidhee Cements Limited","EQ","Annual General Meeting (Bc Start Date Revised)","10","18-Jul-2011","-","20-Jul-2011","27-Jul-2011"
"INDOCO","Indoco Remedies Limited","EQ","Dividend-Rs.8/- Per Share","2","19-Jul-2011","-","21-Jul-2011","28-Jul-2011"
"IPRINGLTD","IP Rings Limited","EQ","Annual General Meeting/Div. Of Rs.3/- Per Share","10","19-Jul-2011","-","21-Jul-2011","28-Jul-2011"
"ASTRAMICRO","Astra Microwave Products Limited","EQ","Annual General Meeting And Dividend Re.0.50 Per Share","2","19-Jul-2011","-","21-Jul-2011","28-Jul-2011"
"USHAMART","Usha Martin Limited","EQ","Annual General Meeting / Dividend-Re.1/- Per Share","1","19-Jul-2011","-","21-Jul-2011","29-Jul-2011"
"BHARATGEAR","Bharat Gears Limited","EQ","Annual General Meeting And Dividend Rs.1.50 Per Share","10","19-Jul-2011","-","21-Jul-2011","26-Jul-2011"
"IFBAGRO","IFB Agro Industries Limited","EQ","Annual General Meeting","10","19-Jul-2011","-","21-Jul-2011","28-Jul-2011"
"MANINFRA","Man Infraconstruction Limited","EQ","Annual General Meeting And Dividend Rs.1.80 Per Share","2","19-Jul-2011","-","21-Jul-2011","27-Jul-2011"
"TMPV","Tata Motors Passenger Vehicles Limited","EQ","Dividend-Rs.20/- Per Share","2","19-Jul-2011","-","21-Jul-2011","12-Aug-2011"
"TATAMTRDVR","Tata Motors Limited","EQ","Dividend-Rs.20.50 Per Share","2","19-Jul-2011","-","21-Jul-2011","12-Aug-2011"
"CEATFIN","CFL Capital Financial Services Limited","EQ","Annual General Meeting","10","19-Jul-2011","-","21-Jul-2011","29-Jul-2011"
"IGL","Indraprastha Gas Limited","EQ","Dividend-Rs.5/- Per Share","2","19-Jul-2011","-","21-Jul-2011","01-Aug-2011"
"ORCHIDPHAR","Orchid Pharma Limited","EQ","Annual General Meeting And Dividend Rs.3/- Per Share","10","19-Jul-2011","-","21-Jul-2011","29-Jul-2011"
"GABRIEL","Gabriel India Limited","EQ","Annual General Meeting And Dividend Re.0.70 Per Share","1","19-Jul-2011","-","21-Jul-2011","28-Jul-2011"
"LAOPALA","La Opala RG Limited","EQ","Annual General Meeting And Dividend Rs.1.50 Per Share","2","19-Jul-2011","-","21-Jul-2011","30-Jul-2011"
"AXISCADES","AXISCADES Technologies Limited","EQ","Annual General Meeting","5","19-Jul-2011","-","21-Jul-2011","01-Aug-2011"
"SIL","Standard Industries Limited","EQ","Dividend-Re.0.75 Per Share","5","19-Jul-2011","-","21-Jul-2011","04-Aug-2011"
"VINATIORGA","Vinati Organics Limited","EQ","Annual General Meeting And Dividend Rs.1.30 Per Share","1","19-Jul-2011","-","21-Jul-2011","30-Jul-2011"
"MCLEODRUSS","Mcleod Russel India Limited","EQ","Annual General Meeting And Dividend Rs.5/- Per Share","5","19-Jul-2011","-","21-Jul-2011","29-Jul-2011"
"BRITANNIA","Britannia Industries Limited","EQ","Annual General Meeting / Dividend - Rs.6.50 Per Share","1","19-Jul-2011","-","21-Jul-2011","06-Aug-2011"
"SHRIRAMCIT","Shriram City Union Finance Limited","EQ","Annual General Meeting And Dividend Rs.3.50 Per Share","10","19-Jul-2011","-","21-Jul-2011","28-Jul-2011"
"PAEL","PAE Limited","EQ","Annual General Meeting And Dividend Rs.1.25 Per Share","10","19-Jul-2011","-","21-Jul-2011","30-Jul-2011"
"SICAGEN","Sicagen India Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","10","19-Jul-2011","-","21-Jul-2011","30-Jul-2011"
"SAREGAMA","Saregama India Limited","EQ","Annual General Meeting","1","20-Jul-2011","-","22-Jul-2011","29-Jul-2011"
"WENDT","Wendt (India) Limited","EQ","Annual General Meeting And Dividend Rs.25/- Per Share","10","20-Jul-2011","-","22-Jul-2011","27-Jul-2011"
"HITECHCORP","Hitech Corporation Limited","EQ","Annual General Meeting And Dividend Rs.1.60 Per Share","10","20-Jul-2011","-","22-Jul-2011","30-Jul-2011"
"SHASUNPHAR","Shasun Pharmaceuticals Limited","EQ","Annual General Meeting And Dividend Re.0.30 Per Share","2","20-Jul-2011","-","22-Jul-2011","29-Jul-2011"
"SEAMECLTD","Seamec Limited","EQ","Annual General Meeting","10","20-Jul-2011","-","22-Jul-2011","26-Jul-2011"
"GRAVITA","Gravita India Limited","EQ","Annual General Meeting And Dividend Rs.4/- Per Share","2","20-Jul-2011","-","22-Jul-2011","27-Jul-2011"
"INDHOTEL","The Indian Hotels Company Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","1","20-Jul-2011","-","22-Jul-2011","05-Aug-2011"
"3MINDIA","3M India Limited","EQ","Annual General Meeting","10","20-Jul-2011","-","22-Jul-2011","28-Jul-2011"
"EMKAY","Emkay Global Financial Services Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","10","20-Jul-2011","-","22-Jul-2011","01-Aug-2011"
"VALECHAENG","Valecha Engineering Limited","EQ","Dividend-Rs.1.60 Per Share","10","20-Jul-2011","-","22-Jul-2011","29-Jul-2011"
"SREINFRA","SREI Infrastructure Finance Limited","EQ","Dividend-Re.0.75 Per Share","10","20-Jul-2011","-","22-Jul-2011","30-Jul-2011"
"ASAHIINDIA","Asahi India Glass Limited","EQ","Annual General Meeting","1","20-Jul-2011","-","22-Jul-2011","27-Jul-2011"
"KITPLYIND","Kitply Industries Limited","EQ","Annual General Meeting","10","20-Jul-2011","-","22-Jul-2011","29-Jul-2011"
"BERGEPAINT","Berger Paints (I) Limited","EQ","Annual General Meeting And Dividend Re.0.80 Per Share","1","20-Jul-2011","-","22-Jul-2011","02-Aug-2011"
"ORIENTHOT","Oriental Hotels Limited","EQ","Annual General Meeting And Dividend Re.0.80 Per Share","1","20-Jul-2011","-","22-Jul-2011","28-Jul-2011"
"BAJAJELEC","Bajaj Electricals Limited","EQ","Dividend-Rs.2.80 Per Share","2","20-Jul-2011","-","22-Jul-2011","28-Jul-2011"
"TAJGVK","Taj GVK Hotels & Resorts Limited","EQ","Annual General Meeting And Dividend - Rs.2 Per Share","2","20-Jul-2011","-","22-Jul-2011","26-Jul-2011"
"ICIL","Indo Count Industries Limited","EQ","Annual General Meeting","2","20-Jul-2011","-","22-Jul-2011","02-Aug-2011"
"THEMISMED","Themis Medicare Limited","EQ","Annual General Meeting And Dividend Rs.3/- Per Share","1","20-Jul-2011","-","22-Jul-2011","30-Jul-2011"
"PHOENIXLL","Phoenix Lamps Limited","EQ","Annual General Meeting","10","20-Jul-2011","-","22-Jul-2011","22-Jul-2011"
"DVL","Dhunseri Ventures Limited","EQ","Annual General Meeting And Dividend Rs.4.50 Per Share","10","20-Jul-2011","-","22-Jul-2011","04-Aug-2011"
"JMFINANCIL","JM Financial Limited","EQ","Dividend-Re.0.60 Per Share","1","20-Jul-2011","-","22-Jul-2011","28-Jul-2011"
"BANARBEADS","Banaras Beads Limited","EQ","Annual General Meeting","10","20-Jul-2011","-","22-Jul-2011","04-Aug-2011"
"KPRMILL","K.P.R. Mill Limited","EQ","Annual General Meeting And Dividend Rs.3/- Per Share","1","20-Jul-2011","-","22-Jul-2011","28-Jul-2011"
"AUROPHARMA","Aurobindo Pharma Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","1","20-Jul-2011","-","22-Jul-2011","29-Jul-2011"
"APCOTEXIND","Apcotex Industries Limited","EQ","Dividend-Rs.7/- Per Share","2","20-Jul-2011","-","22-Jul-2011","29-Jul-2011"
"ZFCVINDIA","ZF Commercial Vehicle Control Systems India Limited","EQ","Annual General Meeting And Dividend Rs.5/- Per Share","5","20-Jul-2011","-","22-Jul-2011","27-Jul-2011"
"APTECHT","Aptech Limited","EQ","Annual General Meeting And Dividend - Rs. 2.50 Per Share","10","20-Jul-2011","-","22-Jul-2011","29-Jul-2011"
"JMCPROJECT","JMC Projects (India)  Limited","EQ","Dividend-Rs.2/- Per Share","2","21-Jul-2011","-","23-Jul-2011","28-Jul-2011"
"SUNDROP","Sundrop Brands Limited","EQ","Annual General Meeting And Dividend Rs.1.75 Per Share","10","21-Jul-2011","-","23-Jul-2011","27-Jul-2011"
"KPIL","Kalpataru Projects International Limited","EQ","Dividend-Rs.1.50 Per Share","2","21-Jul-2011","-","25-Jul-2011","29-Jul-2011"
"NILKAMAL","Nilkamal Limited","EQ","Dividend-Rs.4/- Per Share","10","21-Jul-2011","-","23-Jul-2011","30-Jul-2011"
"SHREECEM","SHREE CEMENT LIMITED","EQ","Annual General Meeting And Dividend Rs.8/- Per Share","10","21-Jul-2011","-","25-Jul-2011","01-Aug-2011"
"VTXIND","VTX Industries Limited","EQ","Annual General Meeting/Div-Rs.0.60 Per Share","10","21-Jul-2011","-","25-Jul-2011","05-Aug-2011"
"TIPSMUSIC","Tips Music Limited","EQ","Annual General Meeting And Dividend Rs.1.25 Per Share","1","21-Jul-2011","-","23-Jul-2011","29-Jul-2011"
"BOSCH-HCIL","BOSCH HOME COMFORT INDIA LIMITED","EQ","Annual General Meeting And Dividend Rs.1.50 Per Share","10","21-Jul-2011","-","25-Jul-2011","28-Jul-2011"
"TARIL","Transformers And Rectifiers (India) Limited","EQ","Dividend-Rs.5/- Per Share","1","21-Jul-2011","-","23-Jul-2011","29-Jul-2011"
